strategy,sharpe,ann_return,ann_vol,max_drawdown,turnover
gmv_raw,0.5851838504668242,0.07321784140402121,0.13678554590195965,-0.277463249773896,0.10966760163284744
gmv_cleaned,0.59283040502877,0.07437853058997934,0.136866225434771,-0.2709860048671715,0.10307739493244797
riskparity_raw,0.8983991255116901,0.13762934920692338,0.15743891017565811,-0.31585107029511583,0.017082428256684205
riskparity_cleaned,0.8989789638266253,0.1378756500753502,0.1576075615439431,-0.3157548628993173,0.01699733510722488
