Date,AAPL,AMZN,AVGO,BRK-B,GOOGL,HD,JNJ,JPM,LLY,MA,META,MRK,MSFT,NVDA,PG,TSLA,UNH,V,WMT,XOM
2015-01-05,-0.02857599987526127,-0.020730693742290196,-0.01611477856217647,-0.014653996112150125,-0.019237889252892604,-0.021203441650943233,-0.007008808350347451,-0.031537382839533556,-0.009897648579068274,-0.028531268630629825,-0.016191579847613546,0.014753515908729309,-0.009238286966725795,-0.017034550152427053,-0.0047660791240193845,-0.04295032882871608,-0.016608789484927833,-0.022321416330599142,-0.002914793588024711,-0.02774317215803368
2015-01-06,9.39975829883366e-05,-0.023098052505528877,-0.023006072509894615,-0.0010890530895562023,-0.02498899884067418,-0.0030664751585529615,-0.0049258684797131025,-0.0262705340398397,0.005033061741388956,-0.0021637740296451824,-0.013564767306084136,0.03853092110067813,-0.01478615627631319,-0.03078744233473374,-0.00456503687872889,0.00564825584215134,-0.002019393356504473,-0.006464532192865136,0.007676285385005421,-0.0053306672119735055
2015-01-07,0.013924809289818985,0.01054395693777277,0.02665502024522759,0.013797111441782306,-0.002945360392184515,0.03370035329498933,0.02183598220998295,0.0015242495051692728,-0.0070531459484870496,0.015435495859091652,0.0,0.02116059936209158,0.012625212218291715,-0.002609020702589948,0.005231449703963165,-0.0015631517125407335,0.01015839693166054,0.01330938849047758,0.026186511009077318,0.01008175038460557
2015-01-08,0.03770268738464555,0.0068127593805202835,0.04876545700172619,0.01658649338604601,0.0034780346812812724,0.02188312175276952,0.007831992587731484,0.02210054099311698,0.023413234671152416,0.015434259701113007,0.02630868996496538,0.019926807891316844,0.0289935633368561,0.03692730493864882,0.011370942455703137,-0.0015655310626954133,0.04662916106047099,0.013323427511071628,0.020886626637798056,0.016507470444322436
2015-01-09,0.001071665067450489,-0.01181817038127786,0.010637969727540053,-0.012631426552407454,-0.012286439106937497,-0.017296695825999464,-0.01372253983323457,-0.0175398006432963,-0.013352512262651217,-0.012825504152687017,-0.005643902960420277,-0.0046251054500596744,-0.00844061064885615,0.004020067842829711,-0.009374592758935485,-0.018980626920067856,-0.009404092103873829,-0.014934536796021192,-0.012457407162753231,-0.0014103311229103355
2015-01-12,-0.024949122601982676,-0.018765211590182407,-0.016726248019522938,-0.007993341914488639,-0.007336126903684459,-0.004490476491766593,-0.00343668028841293,-0.008631644533765304,-0.007320181702723971,-0.012872698269211114,-0.01320726466726363,-0.004164386622058647,-0.012581473341128024,-0.012616649375595257,-0.0036628142452945767,-0.02176813088306817,-0.011344561420284727,-0.0019592962801260327,0.0074708977701640755,-0.019405660478306608
2015-01-13,0.008839872314907904,0.01136240744548056,-0.005638251507547931,0.0023576589628238054,0.009490803809271586,-0.006629906462017665,0.0017198656344330487,0.00017001341420908034,-0.000576163056431156,0.002276465664744265,-0.0035255366526305565,-0.0017672072070178402,-0.005163518111264143,-0.0015249605839382507,0.004217035863112173,0.010037948528329732,0.005057864190743722,0.002918868371762251,-0.007918338967412453,-0.003659802428367165
2015-01-14,-0.003818304507249959,-0.004999968410074995,0.007865569988936727,-0.005464662107970142,0.008196543506501897,-0.010563569590119393,-0.0072815544444013725,-0.0351095742174814,0.00546238853554204,-0.001077597804609809,-0.00222607908571959,0.0072097981534575695,-0.008665233837132469,0.004060943736099221,-0.003438915223861194,-0.05826208511535258,0.0025194585771570743,-0.02022014823070961,-0.03069839429984933,-0.0028929646267883413
2015-01-15,-0.027515276410222445,-0.021785701035730742,-0.020225005811991714,-0.0016249528675444935,-0.003802143654444645,-0.016008324069916036,-0.01462546624489569,-0.03256112613359541,-0.0002870352928665554,-0.014603884452172977,-0.029670367221950045,-0.012207207231752282,-0.010499164139710526,-0.007117415637976188,-0.001445874584310225,-0.004264609130344432,0.010876079039948472,-0.009554022599514767,0.008851204146467673,-0.008730472906385067
2015-01-16,-0.007800696611948599,0.013121402610751343,0.024375189416230292,0.010984340611002175,0.01271619466353835,0.030324770822355518,0.015010035890223428,0.016949715827388356,0.013388717032414732,0.018669744761532492,0.01514460531191908,0.018414067860445194,0.016572654462307934,0.018200812076958117,0.01535028365574842,0.006234752215779071,0.012462817655804592,0.0071644639101835494,-0.007005553533709019,0.023991295182685057
2015-01-20,0.025431480775232274,-0.004481346448052204,0.010062980884944839,-0.0038947256354875393,-0.0010193502758588657,-0.008390899728218493,-0.026787632575876685,-0.003941414993747561,0.018919736511682217,0.0054738822614313065,0.014001014808118661,-0.006685917833336941,0.003238631199310227,0.0030016135880808203,-0.0006576791616588196,-0.0059221120227324064,-0.0014191956949973772,0.007385715508950064,-0.0009221151946241513,-0.0003293909679982221
